
ltr4l1 : 0m3,435s
ltr4l90 : 1m27,460s
ltr4l91 : 0m21,287s
ltr4l92 : 1m10,605s
ltr4l93 : 0m26,987s
ltr4l94 : 1m25,433s
ltr4l95 : 0m23,547s
ltr4l96 : 1m20,839s
ltr4l97 : 0m22,074s
ltr4l98 : 1m16,276s
ltr4l99 : 0m26,679s
ltr4l100 : 1m28,367s
ltr4l101 : 0m25,716s
ltr4l102 : 1m24,125s
ltr4l103 : 0m22,500s
ltr4l104 : 1m6,214s
ltr4l105 : 0m26,486s
ltr4l106 : 1m24,825s
ltr4l107 : 0m26,212s
ltr4l108 : 1m27,164s
ltr4l109 : 1m49,494s
ltr4l110 : 6m34,907s
ltr4l111 : 3m25,322s
ltr4l112 : 16m30,087s
ltr4l113 : 2m5,304s
ltr4l114 : 6m43,937s
ltr4l115 : 1m38,734s
ltr4l116 : 5m32,081s
ltr4l117 : 2m11,732s
ltr4l118 : 7m33,640s
ltr4l119 : 1m54,032s
ltr4l120 : 6m48,290s
ltr4l121 : 1m52,003s
ltr4l122 : 6m31,810s
ltr4l123 : 3m25,841s
ltr4l124 : 16m26,357s
ltr4l125 : 2m1,785s
ltr4l126 : 6m57,915s
ltr4l127 : 1m38,496s
ltr4l128 : 5m23,393s
ltr4l129 : 2m11,651s
ltr4l130 : 7m14,499s
ltr4l131 : 1m51,526s
ltr4l132 : 5m45,168s
ltr4l133 : 1m50,341s
ltr4l134 : 6m18,505s
ltr4l135 : 3m33,101s
ltr4l136 : 15m53,422s
ltr4l137 : 2m4,903s
ltr4l138 : 7m8,482s
ltr4l139 : 1m41,345s
ltr4l140 : 5m25,375s
ltr4l141 : 2m11,842s
ltr4l142 : 7m28,310s
ltr4l143 : 1m59,937s
ltr4l144 : 5m53,133s
ltr4l145 : 1m51,828s
ltr4l146 : 6m17,841s
ltr4l147 : 2m10,351s
ltr4l148 : 7m36,543s
ltr4l149 : 2m7,491s
ltr4l150 : 6m16,984s
ltr4l151 : 1m44,309s
ltr4l152 : 5m45,136s
ltr4l153 : 2m11,708s
ltr4l154 : 7m27,670s
ltr4l155 : 2m13,207s
ltr4l156 : 7m40,926s
ltr4l157 : 1m51,863s
ltr4l158 : 6m28,083s
ltr4l159 : 2m12,782s
ltr4l160 : 7m49,519s
ltr4l161 : 2m9,359s
ltr4l162 : 6m20,610s
ltr4l163 : 1m46,097s
ltr4l164 : 5m52,092s
ltr4l165 : 2m12,749s
ltr4l166 : 7m8,546s
ltr4l167 : 1m57,601s
ltr4l168 : 6m23,030s
ltr4l169 : 1m49,456s
ltr4l170 : 6m6,085s
ltr4l171 : 2m10,436s
ltr4l172 : 7m30,575s
ltr4l173 : 2m10,659s
ltr4l174 : 7m29,388s
ltr4l175 : 1m50,786s
ltr4l176 : 5m49,277s
ltr4l177 : 2m14,452s
ltr4l178 : 7m17,397s
ltr4l179 : 1m57,173s
ltr4l180 : 6m30,529s
ltr4l181 : 3m38,529s
ltr4l182 : 12m18,985s
ltr4l183 : 9m40,171s
ltr4l184 : 34m30,156s
ltr4l185 : 4m2,438s
ltr4l186 : 14m5,947s
ltr4l187 : 3m15,040s
ltr4l188 : 10m52,207s
ltr4l189 : 4m22,763s
ltr4l190 : 14m48,702s
ltr4l191 : 3m27,814s
ltr4l192 : 12m2,148s
ltr4l193 : 3m38,418s
ltr4l194 : 13m3,921s
ltr4l195 : 9m9,941s
ltr4l196 : 34m17,395s
ltr4l197 : 4m6,256s
ltr4l198 : 13m49,384s
ltr4l199 : 3m14,556s
ltr4l200 : 11m10,233s
ltr4l201 : 4m26,417s
ltr4l202 : 15m6,179s
ltr4l203 : 3m29,009s
ltr4l204 : 12m28,361s
ltr4l205 : 3m39,463s
ltr4l206 : 12m24,273s
ltr4l207 : 9m30,358s
ltr4l208 : 34m56,917s
ltr4l209 : 4m1,416s
ltr4l210 : 14m2,087s
ltr4l211 : 3m15,127s
ltr4l212 : 10m55,645s
ltr4l213 : 4m27,612s
ltr4l214 : 14m53,550s
ltr4l215 : 3m34,637s
ltr4l216 : 11m33,071s
ltr4l217 : 3m38,971s
ltr4l218 : 12m34,356s
ltr4l219 : 4m34,837s
ltr4l220 : 15m1,747s
ltr4l221 : 4m19,128s
ltr4l222 : 14m35,627s
ltr4l223 : 3m35,843s
ltr4l224 : 11m7,890s
ltr4l225 : 4m23,233s
ltr4l226 : 14m24,921s
ltr4l227 : 4m25,310s
ltr4l228 : 12m39,376s
ltr4l229 : 3m43,719s
ltr4l230 : 13m10,857s
ltr4l231 : 4m20,186s
ltr4l232 : 14m55,476s
ltr4l233 : 4m18,738s
ltr4l234 : 14m38,256s
ltr4l235 : 3m32,064s
ltr4l236 : 11m32,789s
ltr4l237 : 4m23,392s
ltr4l238 : 14m36,072s
ltr4l239 : 3m55,103s
ltr4l240 : 12m45,973s
ltr4l241 : 3m38,282s
ltr4l242 : 12m50,221s
ltr4l243 : 4m20,275s
ltr4l244 : 14m41,486s
ltr4l245 : 4m18,742s
ltr4l246 : 14m48,604s
ltr4l247 : 3m35,497s
ltr4l248 : 11m33,105s
ltr4l249 : 4m27,974s
ltr4l250 : 14m19,085s
ltr4l251 : 4m25,386s
ltr4l252 : 14m38,881s
