epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,0.5,sigmoid,,,,,0.4484,0.444,0.4326,0.4248,0.4147,0.4031,0.397,0.3864,0.3838,0.3794,0.41142,0.0005758656,0.3913,0.4024,0.4102,0.4127,0.4155,0.4195,0.4269,0.43,0.4376,0.4433,0.41894,0.0002292304000000002
1000,0.001,0.5,linear,,,,,0.4661,0.4513,0.4425,0.4314,0.4183,0.413,0.4008,0.3942,0.3884,0.3814,0.41874,0.0007299924,0.4051,0.4046,0.4154,0.4194,0.4211,0.4287,0.431,0.4381,0.4435,0.4477,0.42546000000000006,0.00020276239999999986
1000,0.075,0.3,sigmoid,,,,,0.469,0.4499,0.4425,0.4255,0.4177,0.4081,0.4008,0.3934,0.3871,0.3832,0.4177200000000001,0.0007439275999999997,0.4081,0.4068,0.4173,0.4161,0.4196,0.4255,0.4318,0.4384,0.4433,0.45,0.42569,0.00019656890000000014
1000,0.075,0.3,linear,,,,,0.4454,0.4454,0.4297,0.413,0.3941,0.3894,0.3831,0.3735,0.3707,0.3643,0.40085999999999994,0.0008434024000000004,0.3786,0.3972,0.3992,0.4009,0.3978,0.4058,0.4126,0.4175,0.4251,0.4293,0.4064,0.0002049640000000001
1000,0.075,0.5,sigmoid,,,,,0.4661,0.4528,0.4435,0.427,0.4177,0.4086,0.402,0.3938,0.3864,0.3829,0.41808000000000006,0.0007416495999999997,0.4051,0.4098,0.4188,0.4174,0.4199,0.4265,0.4331,0.4393,0.4437,0.4507,0.42643000000000003,0.0002011340999999999
1000,0.075,0.5,linear,,,,,0.4602,0.4425,0.4228,0.4086,0.3976,0.3879,0.378,0.3709,0.3658,0.3617,0.39960000000000007,0.0010141999999999998,0.3854,0.3968,0.3935,0.3986,0.3997,0.4045,0.4082,0.4147,0.4198,0.4253,0.40465,0.0001387185
300,0.0025,0.5,linear,relu,1,100,0.65,0.4897,0.4528,0.4317,0.4248,0.4171,0.41,0.4024,0.3956,0.3917,0.3858,0.42016,0.0009077664000000004,0.4228,0.4076,0.4109,0.4173,0.4199,0.426,0.4314,0.4374,0.446,0.4514,0.42707000000000006,0.00018825410000000015
300,0.0025,0.5,linear,relu,1,100,0.8,0.4779,0.4587,0.4326,0.4255,0.4112,0.4081,0.3957,0.3879,0.3841,0.3791,0.41608,0.0009687015999999998,0.413,0.413,0.4127,0.421,0.4199,0.4274,0.4292,0.4344,0.4415,0.4482,0.42603,0.00013929410000000007
300,0.0025,0.5,linear,relu,2,100,0.65,0.4779,0.4661,0.4454,0.4307,0.4189,0.41,0.3999,0.3949,0.3864,0.382,0.42122000000000004,0.0009930576,0.409,0.4208,0.4234,0.4276,0.428,0.4329,0.437,0.4428,0.4479,0.454,0.43234000000000006,0.0001641864000000003
300,0.0025,0.5,linear,relu,2,100,0.8,0.4454,0.4159,0.414,0.3975,0.3912,0.3854,0.381,0.3787,0.3786,0.3755,0.39632000000000006,0.00045442960000000016,0.3668,0.3589,0.3686,0.3683,0.372,0.3803,0.387,0.396,0.4057,0.4118,0.38154,0.00029034040000000007
400,0.0025,0.5,linear,relu,1,100,0.65,0.4867,0.4572,0.4376,0.4329,0.4189,0.4115,0.4046,0.3945,0.39,0.3858,0.42197000000000007,0.0009300601000000002,0.4258,0.4122,0.4125,0.4212,0.4222,0.4286,0.4341,0.4387,0.4458,0.4525,0.42935999999999996,0.00016252639999999991
400,0.0025,0.5,linear,relu,1,100,0.8,0.4985,0.4558,0.4385,0.4263,0.4142,0.4095,0.3991,0.392,0.3881,0.3808,0.42028,0.0011743995999999994,0.4297,0.4118,0.4208,0.4224,0.4233,0.4306,0.4337,0.4396,0.4457,0.4505,0.43080999999999997,0.00012850089999999996
400,0.0025,0.5,linear,relu,2,100,0.65,0.4867,0.4631,0.4425,0.4314,0.4183,0.4095,0.4008,0.3949,0.3884,0.3811,0.42166999999999993,0.0010538381000000006,0.4199,0.4176,0.4219,0.4271,0.4283,0.4328,0.4378,0.4434,0.4483,0.4531,0.43301999999999996,0.00013582159999999993
400,0.0025,0.5,linear,relu,2,100,0.8,0.4513,0.4381,0.4189,0.4093,0.4077,0.3953,0.3902,0.3853,0.3782,0.3761,0.40503999999999996,0.0005712944000000001,0.3904,0.3847,0.3805,0.3831,0.3896,0.393,0.3995,0.4058,0.4103,0.4193,0.39561999999999997,0.00014698960000000003
500,0.0025,0.5,linear,relu,1,100,0.65,0.4838,0.4735,0.4425,0.4322,0.4177,0.4135,0.4058,0.3982,0.3904,0.385,0.42426,0.0010231883999999997,0.4208,0.4292,0.4269,0.43,0.4301,0.4345,0.441,0.4462,0.4513,0.4575,0.43674999999999997,0.00012529049999999994
500,0.0025,0.5,linear,relu,1,100,0.8,0.4956,0.4469,0.4415,0.4314,0.4183,0.41,0.3999,0.3971,0.3904,0.3808,0.42119,0.0010461128999999995,0.4248,0.4027,0.4163,0.4232,0.423,0.4267,0.4317,0.4405,0.4456,0.4485,0.4283,0.00017359999999999996
500,0.0025,0.5,linear,relu,2,100,0.65,0.4985,0.4572,0.4395,0.4322,0.4254,0.4204,0.4088,0.4001,0.3933,0.3861,0.42615,0.0010109824999999999,0.4277,0.4122,0.4164,0.4261,0.4305,0.4368,0.4394,0.4434,0.449,0.4545,0.43360000000000004,0.00016683600000000012
500,0.0025,0.5,linear,relu,2,100,0.8,0.4631,0.4322,0.4208,0.4137,0.4047,0.4007,0.3936,0.3842,0.3792,0.3773,0.40695000000000003,0.0006416865000000001,0.3884,0.3756,0.3794,0.3868,0.3922,0.3976,0.4015,0.4052,0.412,0.4215,0.39602,0.0001872255999999999
600,0.0025,0.5,linear,relu,1,100,0.65,0.4867,0.4646,0.4474,0.4329,0.423,0.4159,0.4054,0.3982,0.3953,0.3853,0.42546999999999996,0.0009584401000000008,0.4218,0.4213,0.4253,0.4278,0.4302,0.4356,0.4396,0.4455,0.4532,0.4556,0.43559000000000003,0.00014147889999999988
600,0.0025,0.5,linear,relu,1,100,0.8,0.4838,0.4558,0.4395,0.4277,0.4189,0.4145,0.4012,0.3953,0.3894,0.3808,0.42069,0.0009254848999999997,0.4149,0.411,0.4187,0.4222,0.4249,0.4316,0.4328,0.4397,0.445,0.4496,0.42904,0.00015079840000000003
600,0.0025,0.5,linear,relu,2,100,0.65,0.4985,0.4543,0.4405,0.4322,0.4218,0.4135,0.4029,0.3942,0.3894,0.3853,0.42325999999999997,0.0010945543999999999,0.4317,0.4081,0.4132,0.4237,0.4258,0.4289,0.4324,0.4376,0.4432,0.4512,0.42957999999999996,0.00015087159999999973
600,0.0025,0.5,linear,relu,2,100,0.8,0.4484,0.4336,0.4267,0.424,0.4118,0.3992,0.3911,0.3824,0.3802,0.374,0.40713999999999995,0.0005847504000000002,0.3795,0.3864,0.3902,0.4002,0.4007,0.4013,0.4047,0.409,0.417,0.4225,0.40115,0.0001588584999999998
