
ltr4l1 : 0m3,313s
ltr4l211 : 3m10,631s
ltr4l212 : 10m43,513s
ltr4l213 : 4m7,501s
ltr4l214 : 13m59,266s
ltr4l215 : 3m24,410s
ltr4l216 : 12m14,771s
ltr4l217 : 3m27,945s
ltr4l218 : 11m47,723s
ltr4l219 : 4m5,425s
ltr4l220 : 13m41,954s
ltr4l221 : 4m6,684s
ltr4l222 : 13m41,528s
ltr4l223 : 3m30,180s
ltr4l224 : 11m3,540s
ltr4l225 : 4m12,321s
ltr4l226 : 14m2,608s
ltr4l227 : 4m11,155s
ltr4l228 : 14m7,832s
ltr4l229 : 3m28,307s
ltr4l230 : 11m58,453s
ltr4l231 : 4m5,503s
ltr4l232 : 13m57,310s
ltr4l233 : 4m6,113s
ltr4l234 : 13m35,105s
ltr4l235 : 3m27,741s
ltr4l236 : 11m5,945s
ltr4l237 : 4m7,933s
ltr4l238 : 13m40,795s
ltr4l239 : 3m49,741s
ltr4l240 : 14m12,969s
ltr4l241 : 3m27,891s
ltr4l242 : 12m4,658s
ltr4l243 : 4m5,051s
ltr4l244 : 13m44,016s
ltr4l245 : 4m7,707s
ltr4l246 : 14m17,288s
ltr4l247 : 3m28,164s
ltr4l248 : 11m39,575s
ltr4l249 : 4m7,695s
ltr4l250 : 14m6,812s
ltr4l251 : 4m9,287s
ltr4l252 : 14m0,636s
