epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1500,0.001,P@5,0.4103,0.4231,0.3889,0.375,0.3551,0.3184,0.2885,0.2692,0.2514,0.2385,0.33184,0.0041309724,0.3376,0.4054,0.4309,0.4544,0.4722,0.483,0.4875,0.4345,0.2197,0.2254,0.39505999999999997,0.0091534644
1500,0.001,P@10,0.3974,0.391,0.3697,0.3542,0.3346,0.3066,0.2857,0.2652,0.2486,0.2327,0.31856999999999996,0.0031942540999999997,0.3333,0.3739,0.3982,0.4256,0.4402,0.451,0.4653,0.4143,0.1999,0.2034,0.37051,0.008446928900000001
1500,0.001,ERR@10,0.3718,0.3782,0.3697,0.3638,0.3423,0.3152,0.2885,0.2676,0.2543,0.2346,0.3186,0.0026307399999999995,0.3077,0.3584,0.3971,0.4332,0.4488,0.4644,0.4707,0.4181,0.2046,0.2061,0.37091,0.009053148899999999
1500,1e-05,NDCG@5,0.3974,0.3814,0.3718,0.3638,0.3449,0.3152,0.2875,0.2676,0.25,0.2372,0.32167999999999997,0.0030535076,0.3248,0.3558,0.401,0.4331,0.4518,0.4637,0.4682,0.4177,0.2076,0.2147,0.37384,0.0084921144
1500,1e-05,NDCG@10,0.3974,0.3846,0.3718,0.3606,0.341,0.313,0.2885,0.2652,0.2479,0.2346,0.32046,0.0031470264,0.3248,0.3841,0.4121,0.4441,0.4569,0.4711,0.4815,0.4258,0.2013,0.2078,0.38095,0.009639328499999999
1500,1e-05,P@5,0.3846,0.375,0.3697,0.3574,0.3423,0.3173,0.2885,0.2668,0.2514,0.2353,0.31883,0.0027260440999999996,0.3248,0.3606,0.4022,0.4328,0.4494,0.4662,0.4723,0.4213,0.2035,0.2082,0.37413,0.008949878100000001
1500,1e-05,P@10,0.391,0.3814,0.3803,0.3638,0.3423,0.3109,0.2866,0.2668,0.25,0.2359,0.32089999999999996,0.003085610000000001,0.3184,0.3627,0.4127,0.4333,0.4526,0.4621,0.4728,0.4177,0.2048,0.2088,0.37459000000000003,0.0089760129
1500,1e-05,ERR@10,0.4295,0.3782,0.3526,0.3526,0.3372,0.3066,0.2802,0.2596,0.2457,0.2314,0.31736,0.0036511364000000003,0.3568,0.3713,0.3867,0.4293,0.4485,0.4592,0.4663,0.4109,0.1982,0.203,0.37301999999999996,0.0086349736
2000,0.001,NDCG@5,0.3846,0.3782,0.3761,0.3558,0.3397,0.313,0.2866,0.2676,0.25,0.2359,0.31875,0.0028244844999999992,0.3205,0.3547,0.406,0.4302,0.4485,0.4635,0.4705,0.4188,0.2054,0.2114,0.37295,0.008715066500000002
2000,0.001,NDCG@10,0.4038,0.3942,0.3675,0.3558,0.341,0.3098,0.2839,0.2652,0.2479,0.2372,0.32063,0.0032967541000000003,0.3483,0.3969,0.4086,0.438,0.4608,0.47,0.48,0.4266,0.2037,0.2112,0.38441,0.0091653309
2000,0.001,P@5,0.3974,0.3782,0.3654,0.3574,0.341,0.3152,0.2866,0.2676,0.2521,0.2391,0.32,0.0028318499999999995,0.3333,0.3675,0.3941,0.4262,0.4508,0.4633,0.4686,0.418,0.2022,0.2108,0.37348,0.008573225600000001
2000,0.001,P@10,0.391,0.3878,0.3718,0.3702,0.341,0.312,0.283,0.266,0.2493,0.2372,0.32093,0.0031476801000000004,0.3226,0.3718,0.4002,0.4407,0.4528,0.4651,0.4709,0.4207,0.2029,0.2094,0.37571,0.009020040899999998
2000,0.001,ERR@10,0.3846,0.3846,0.3718,0.3606,0.3462,0.313,0.2885,0.2676,0.2507,0.2378,0.32054,0.0028707784,0.312,0.3627,0.4027,0.4294,0.4524,0.4634,0.4721,0.4188,0.2031,0.2093,0.37259000000000003,0.0089947129
2000,1e-05,NDCG@5,0.4167,0.3974,0.3803,0.3654,0.3474,0.3109,0.2857,0.2652,0.2493,0.2333,0.32516,0.0038301124,0.3611,0.3905,0.4211,0.4413,0.463,0.4681,0.4791,0.4271,0.2038,0.2076,0.38627,0.009297926100000001
2000,1e-05,NDCG@10,0.391,0.3846,0.3611,0.3574,0.341,0.312,0.2866,0.2668,0.25,0.2346,0.31850999999999996,0.0028923889,0.3269,0.3638,0.388,0.4261,0.4473,0.4587,0.4672,0.4152,0.2025,0.2056,0.37013,0.0085784561
2000,1e-05,P@5,0.391,0.391,0.3654,0.3622,0.341,0.313,0.2866,0.27,0.25,0.2378,0.32080000000000003,0.002968,0.3355,0.3873,0.4122,0.4452,0.4626,0.4713,0.4794,0.4323,0.2157,0.2214,0.38628999999999997,0.008684832899999998
2000,1e-05,P@10,0.3718,0.3814,0.3718,0.3542,0.3449,0.313,0.2894,0.2692,0.2521,0.2365,0.31843,0.0026050101000000014,0.3034,0.3632,0.4026,0.4258,0.4545,0.4626,0.4716,0.4185,0.2046,0.2093,0.37161,0.0090203749
2000,1e-05,ERR@10,0.3846,0.391,0.3718,0.3558,0.3487,0.3152,0.2912,0.2732,0.2521,0.2365,0.32201,0.002858770900000001,0.3162,0.3851,0.4108,0.4389,0.4658,0.4713,0.4805,0.4316,0.2106,0.215,0.38258,0.009282923600000001
